表4-1  科系別學生人數統計(依據103/03/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
102,8,國立中央大學,D,M,349906,    工業管理研究所碩士班,64,39,25,15,14,22,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,349919,    人力資源管理研究所碩士班,50,13,37,6,19,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,340501,    財務金融學系碩士班,55,28,27,16,11,11,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,310101,    經濟學系碩士班,30,21,9,9,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,340201,    會計研究所碩士班,29,15,14,8,7,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520101,    電機工程學系碩士班,241,202,39,101,13,84,22,14,4,3,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520114,    資訊工程學系碩士班,221,194,27,98,14,92,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520126,    通訊工程學系碩士班,107,90,17,49,6,37,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,140805,    網路學習科技研究所碩士班,33,21,12,9,7,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520114,    資訊工程學系軟體工程碩士班,18,16,2,7,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440401,    大氣科學學系大氣物理碩士班,50,37,13,15,4,16,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440201,    地球科學學系地球物理碩士班,53,35,18,16,10,15,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440603,    太空科學研究所碩士班,38,34,4,18,2,14,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440204,    應用地質研究所碩士班,35,26,9,13,3,10,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440207,    水文與海洋科學研究所碩士班,20,17,3,6,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,380103,    法律與政府研究所碩士班,32,12,20,5,6,2,6,3,3,2,5,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家社會文化碩士班,31,16,15,4,5,3,5,4,0,5,5,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家語文碩士班,28,5,23,2,4,1,7,1,5,1,5,0,2,0,0,0,0,0,0,0,2
102,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家政治經濟碩士班,22,3,19,0,10,2,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,V,3,SUBT3,碩士在職專班           共計,1300,876,424,306,166,303,170,114,45,95,21,57,22,1,0,0,0,0,0,58,22
102,8,國立中央大學,V,M,220201,    中國文學系碩士在職專班,27,4,23,0,0,1,8,1,9,2,5,0,1,0,0,0,0,0,0,0,1
102,8,國立中央大學,V,M,221101,    哲學研究所碩士在職專班,34,12,22,1,10,6,3,2,5,2,1,1,3,0,0,0,0,0,0,1,3
102,8,國立中央大學,V,M,220901,    歷史研究所碩士在職專班,55,26,29,7,6,8,15,4,5,1,2,6,1,0,0,0,0,0,0,6,1
102,8,國立中央大學,V,M,520106,    光電科學與工程學系碩士在職專班,43,40,3,12,2,8,1,11,0,6,0,3,0,0,0,0,0,0,0,3,0
102,8,國立中央大學,V,M,520301,    土木工程學系碩士在職專班,56,50,6,21,3,18,3,5,0,2,0,4,0,0,0,0,0,0,0,4,0
102,8,國立中央大學,V,M,520201,    機械工程學系碩士在職專班,95,92,3,27,1,25,1,22,0,12,1,6,0,0,0,0,0,0,0,6,0
102,8,國立中央大學,V,M,349927,    營建管理研究所碩士在職專班,42,31,11,13,5,10,5,5,0,1,0,2,1,0,0,0,0,0,0,2,1
102,8,國立中央大學,V,M,520901,    環境工程研究所碩士在職專班,79,58,21,18,10,22,6,4,1,9,0,5,4,0,0,0,0,0,0,5,4
102,8,國立中央大學,V,M,520911,    國際永續發展碩士在職專班,20,11,9,6,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
102,8,國立中央大學,V,M,349939,    管理學院高階主管企管碩士班,195,145,50,58,26,74,20,6,2,4,1,3,1,0,0,0,0,0,0,3,1
102,8,國立中央大學,V,M,340301,    企業管理學系碩士在職專班,77,33,44,15,13,11,19,5,8,2,3,0,1,0,0,0,0,0,0,0,1
102,8,國立中央大學,V,M,480109,    資訊管理學系碩士在職專班,55,42,13,21,5,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,V,M,310104,    產業經濟研究所碩士在職專班,67,38,29,12,11,13,10,8,4,2,2,3,2,0,0,0,0,0,0,3,2
102,8,國立中央大學,V,M,349906,    工業管理研究所碩士在職專班,66,46,20,19,10,16,7,3,2,5,0,3,1,0,0,0,0,0,0,3,1
102,8,國立中央大學,V,M,349919,    人力資源管理研究所碩士在職專班,65,23,42,12,17,9,22,1,1,0,1,1,1,0,0,0,0,0,0,1,1
102,8,國立中央大學,V,M,340501,    財務金融學系碩士在職專班,53,25,28,12,15,12,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,V,M,520101,    電機工程學系碩士在職專班,31,29,2,0,0,0,0,2,1,21,1,5,0,1,0,0,0,0,0,6,0
102,8,國立中央大學,V,M,520114,    資訊工程學系碩士在職專班,94,81,13,24,4,25,4,15,2,9,1,8,2,0,0,0,0,0,0,8,2
102,8,國立中央大學,V,M,520126,    通訊工程學系碩士在職專班,72,69,3,23,1,13,0,17,0,10,0,6,2,0,0,0,0,0,0,6,2
102,8,國立中央大學,V,M,311025,    客家語文暨社會科學學系客家研究碩士在職專班,74,21,53,5,22,7,21,3,5,6,3,0,2,0,0,0,0,0,0,0,2
102,8,國立中央大學,D,4,SUBT4,博士班           共計,1189,927,262,139,45,152,42,137,37,136,42,139,34,118,34,98,28,8,0,8,0
102,8,國立中央大學,D,D,220201,    中國文學系博士班,53,19,34,1,6,4,5,2,4,5,6,3,3,3,3,1,7,0,0,0,0
102,8,國立中央大學,D,D,221101,    哲學研究所博士班,45,24,21,1,4,6,2,3,2,3,2,3,5,4,3,3,3,1,0,1,0
102,8,國立中央大學,D,D,140111,    學習與教學研究所博士班,27,14,13,2,2,2,2,4,1,1,2,2,1,3,4,0,1,0,0,0,0
102,8,國立中央大學,D,D,460101,    數學系博士班,19,15,4,1,0,3,1,6,1,1,1,2,0,2,1,0,0,0,0,0,0
102,8,國立中央大學,D,D,440301,    物理學系博士班,49,41,8,10,1,6,3,6,1,7,0,3,1,6,1,3,1,0,0,0,0
102,8,國立中央大學,D,D,440101,    化學學系博士班,30,25,5,6,1,3,0,4,2,6,0,3,2,2,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,420103,    生命科學系博士班,46,35,11,6,4,5,0,7,0,5,3,6,3,4,0,2,1,0,0,0,0
102,8,國立中央大學,D,D,460201,    統計研究所博士班,6,6,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,520106,    光電科學與工程學系博士班,52,49,3,8,0,5,0,9,0,6,0,8,1,6,2,7,0,0,0,0,0
102,8,國立中央大學,D,D,440601,    天文研究所博士班,19,14,5,2,1,2,1,1,0,1,1,2,0,3,2,3,0,0,0,0,0
102,8,國立中央大學,D,D,440301,    物理學系生物物理博士班,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,420604,    系統生物與生物資訊研究所博士班,22,16,6,3,0,4,0,0,2,2,2,1,1,2,1,4,0,0,0,0,0
102,8,國立中央大學,D,D,310510,    認知神經科學研究所博士班,7,4,3,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,520301,    土木工程學系博士班,58,52,6,3,1,10,0,10,1,6,2,7,0,3,0,11,2,2,0,2,0
102,8,國立中央大學,D,D,520201,    機械工程學系博士班,77,76,1,7,0,10,0,12,0,11,1,9,0,10,0,15,0,2,0,2,0
102,8,國立中央大學,D,D,520403,    化學工程與材料工程學系博士班,39,34,5,5,1,7,1,5,3,7,0,4,0,4,0,1,0,1,0,1,0
102,8,國立中央大學,D,D,349927,    營建管理研究所博士班,17,14,3,4,1,1,0,1,1,1,1,3,0,3,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,520901,    環境工程研究所博士班,12,10,2,2,0,1,1,0,0,2,0,1,0,1,1,3,0,0,0,0,0
102,8,國立中央大學,D,D,520201,    機械工程學系光機電工程博士班,7,7,0,1,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,521309,    能源工程研究所博士班,5,4,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,520502,    材料科學與工程研究所博士班,17,15,2,7,0,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,521108,    生物醫學工程研究所博士班,4,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,340301,    企業管理學系博士班,114,73,41,18,7,14,8,12,8,9,4,5,6,10,6,5,2,0,0,0,0
102,8,國立中央大學,D,D,480109,    資訊管理學系博士班,40,33,7,2,0,3,0,3,1,4,2,7,2,7,1,5,1,2,0,2,0
102,8,國立中央大學,D,D,310104,    產業經濟研究所博士班,13,8,5,0,0,2,1,0,0,0,0,3,1,1,1,2,2,0,0,0,0
102,8,國立中央大學,D,D,349906,    工業管理研究所博士班,9,8,1,2,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,349919,    人力資源管理研究所博士班,11,3,8,0,3,0,0,1,1,0,1,1,1,1,0,0,2,0,0,0,0
102,8,國立中央大學,D,D,340501,    財務金融學系博士班,13,9,4,1,0,2,0,0,0,2,3,1,0,2,0,1,1,0,0,0,0
102,8,國立中央大學,D,D,310101,    經濟學系博士班,11,5,6,1,0,0,0,0,0,1,1,3,2,0,2,0,1,0,0,0,0
102,8,國立中央大學,D,D,520101,    電機工程學系博士班,97,92,5,10,0,17,2,10,1,18,0,16,1,12,0,9,1,0,0,0,0
102,8,國立中央大學,D,D,520114,    資訊工程學系博士班,100,88,12,11,2,14,5,8,0,17,1,12,2,13,1,13,1,0,0,0,0
102,8,國立中央大學,D,D,520126,    通訊工程學系博士班,29,26,3,1,0,5,0,4,0,3,1,6,0,6,1,1,1,0,0,0,0
102,8,國立中央大學,D,D,140805,    網路學習科技研究所博士班,24,20,4,5,1,3,0,4,1,3,2,2,0,1,0,2,0,0,0,0,0
102,8,國立中央大學,D,D,440401,    大氣科學學系大氣物理博士班,17,12,5,1,0,4,0,2,0,0,2,3,0,2,2,0,1,0,0,0,0
102,8,國立中央大學,D,D,440201,    地球科學學系地球物理博士班,26,19,7,3,2,1,2,4,0,2,3,6,0,1,0,2,0,0,0,0,0
102,8,國立中央大學,D,D,440603,    太空科學研究所博士班,33,27,6,2,2,5,3,6,0,4,0,6,0,3,1,1,0,0,0,0,0
102,8,國立中央大學,D,D,440204,    應用地質研究所博士班,12,9,3,0,0,1,0,2,0,3,0,3,2,0,1,0,0,0,0,0,0
102,8,國立中央大學,D,D,440207,    水文與海洋科學研究所博士班,4,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,440213,    地球系統科學國際研究生博士學位學程,15,10,5,5,1,0,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,311025,    客家語文暨社會科學學系客家研究博士班,9,5,4,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,9,SUBT5,產業研發碩士專班           共計,10,8,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520188,    光電科學與工程學系光電產業碩士專班,10,8,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
